25,group1word6,group1word3,0.733529,0.963885,1470895190175513712
25,group1word6,group1word3,0.73364,0.964,1470895190175552165
25,group1word6,group1word3,0.73375,0.964115,1470895190175581051
25,group1word6,group1word3,0.733859,0.964229,1470895190175607672
25,group1word6,group1word3,0.733969,0.964342,1470895190175647454
25,group1word6,group1word3,0.734078,0.964455,1470895190175688900
25,group1word6,group1word3,0.734186,0.964567,1470895190175720701
25,group1word6,group1word3,0.734294,0.964678,1470895190175760343
25,group1word6,group1word3,0.734402,0.964789,1470895190175790785
25,group1word6,group1word3,0.734509,0.964899,1470895190175830083
25,group1word6,group1word3,0.734616,0.965008,1470895190175860242
25,group1word6,group1word3,0.734722,0.965116,1470895190175898945
25,group1word6,group1word3,0.734828,0.965224,1470895190175943365
25,group1word6,group1word3,0.734934,0.965331,1470895190175984927
25,group1word6,group1word3,0.735039,0.965438,1470895190176023896
25,group1word6,group1word3,0.735144,0.965544,1470895190176066438
25,group1word6,group1word3,0.735249,0.965649,1470895190176111382
25,group1word6,group1word3,0.735353,0.965753,1470895190176168322
25,group1word6,group1word3,0.735457,0.965857,1470895190176213282
25,group1word6,group1word3,0.735561,0.965961,1470895190176252995
25,group1word6,group1word3,0.735664,0.966063,1470895190176293422
25,group1word6,group1word3,0.735766,0.966165,1470895190176333197
25,group1word6,group1word3,0.735869,0.966267,1470895190176371231
25,group1word6,group1word3,0.735971,0.966368,1470895190176413534
25,group1word6,group1word3,0.736073,0.966468,1470895190176455412
25,group1word6,group1word3,0.736174,0.966568,1470895190176497573
25,group1word6,group1word3,0.736275,0.966667,1470895190176536619
25,group1word6,group1word3,0.736376,0.966765,1470895190176565942
25,group1word6,group1word3,0.736476,0.966863,1470895190176606906
25,group1word6,group1word3,0.736576,0.96696,1470895190176653359
25,group1word6,group1word3,0.736675,0.967057,1470895190176694274
25,group1word6,group1word3,0.736775,0.967153,1470895190176738480
25,group1word6,group1word3,0.736874,0.967249,1470895190176766308
25,group1word6,group1word3,0.736972,0.967344,1470895190176802501
25,group1word6,group1word3,0.737071,0.967439,1470895190176830718
25,group1word6,group1word3,0.737168,0.967533,1470895190176868187
25,group1word6,group1word3,0.737266,0.967626,1470895190176896454
25,group1word6,group1word3,0.737363,0.967719,1470895190176932848
25,group1word6,group1word3,0.73746,0.967811,1470895190176962102
25,group1word6,group1word3,0.737557,0.967903,1470895190176998399
25,group1word6,group1word3,0.737653,0.967994,1470895190177035496
25,group1word6,group1word3,0.737749,0.968085,1470895190177064531
25,group1word6,group1word3,0.737845,0.968176,1470895190177103334
25,group1word6,group1word3,0.73794,0.968265,1470895190177131958
25,group1word6,group1word3,0.738036,0.968355,1470895190177169961
25,group1word6,group1word3,0.73813,0.968443,1470895190177197577
25,group1word6,group1word3,0.738225,0.968532,1470895190177223117
25,group1word6,group1word3,0.738319,0.968619,1470895190177260041
25,group1word6,group1word3,0.738413,0.968707,1470895190177287054
25,group1word6,group1word3,0.738506,0.968793,1470895190177312069
25,group1word6,group1word3,0.7386,0.96888,1470895190177346727
25,group1word6,group1word3,0.738693,0.968966,1470895190177373621
25,group1word6,group1word3,0.738785,0.969051,1470895190177407190
25,group1word6,group1word3,0.738878,0.969136,1470895190177435076
25,group1word6,group1word3,0.73897,0.96922,1470895190177460494
25,group1word6,group1word3,0.739061,0.969304,1470895190177494763
25,group1word6,group1word3,0.739153,0.969388,1470895190177521704
25,group1word6,group1word3,0.739244,0.969471,1470895190177548746
25,group1word6,group1word3,0.739335,0.969554,1470895190177578926
25,group1word6,group1word3,0.739426,0.969636,1470895190177629434
25,group1word6,group1word3,0.739516,0.969717,1470895190177664875
25,group1word6,group1word3,0.739606,0.969799,1470895190177705355
25,group1word6,group1word3,0.739696,0.96988,1470895190177736586
25,group1word6,group1word3,0.739785,0.96996,1470895190177778404
25,group1word6,group1word3,0.739875,0.97004,1470895190177809499
25,group1word6,group1word3,0.739963,0.97012,1470895190177849799
25,group1word6,group1word3,0.740052,0.970199,1470895190177881668
25,group1word6,group1word3,0.740141,0.970277,1470895190177921986
25,group1word6,group1word3,0.740229,0.970356,1470895190177953738
25,group1word6,group1word3,0.740317,0.970434,1470895190177994692
25,group1word6,group1word3,0.740404,0.970511,1470895190178025963
25,group1word6,group1word3,0.740492,0.970588,1470895190178066245
25,group1word6,group1word3,0.740579,0.970665,1470895190178098146
25,group1word6,group1word3,0.740665,0.970741,1470895190178138401
25,group1word6,group1word3,0.740752,0.970817,1470895190178170179
25,group1word6,group1word3,0.740838,0.970893,1470895190178210769
25,group1word6,group1word3,0.740924,0.970968,1470895190178242048
25,group1word6,group1word3,0.74101,0.971043,1470895190178282268
25,group1word6,group1word3,0.741096,0.971117,1470895190178314035
25,group1word6,group1word3,0.741181,0.971191,1470895190178354215
25,group1word6,group1word3,0.741266,0.971264,1470895190178385762
25,group1word6,group1word3,0.741351,0.971338,1470895190178420065
25,group1word6,group1word3,0.741435,0.97141,1470895190178466817
25,group1word6,group1word3,0.741519,0.971483,1470895190178498584
25,group1word6,group1word3,0.741603,0.971555,1470895190178547312
25,group1word6,group1word3,0.741687,0.971627,1470895190178582570
25,group1word6,group1word3,0.741771,0.971698,1470895190178626884
25,group1word6,group1word3,0.741854,0.971769,1470895190178657553
25,group1word6,group1word3,0.741937,0.97184,1470895190178696519
25,group1word6,group1word3,0.74202,0.97191,1470895190178726949
25,group1word6,group1word3,0.742102,0.97198,1470895190178765689
25,group1word6,group1word3,0.742185,0.97205,1470895190178795510
25,group1word6,group1word3,0.742267,0.972119,1470895190178834969
25,group1word6,group1word3,0.742349,0.972188,1470895190178879960
25,group1word6,group1word3,0.74243,0.972257,1470895190178910465
25,group1word6,group1word3,0.742512,0.972325,1470895190178949481
25,group1word6,group1word3,0.742593,0.972393,1470895190178979418
25,group1word6,group1word3,0.742674,0.97246,1470895190179018200
25,group1word6,group1word3,0.742755,0.972528,1470895190179048221
25,group1word6,group1word3,0.742835,0.972595,1470895190179087141
25,group1word6,group1word3,0.742915,0.972661,1470895190179116822
25,group1word6,group1word3,0.742995,0.972727,1470895190179156592
25,group1word6,group1word3,0.743075,0.972793,1470895190179201990
25,group1word6,group1word3,0.743155,0.972859,1470895190179233104
25,group1word6,group1word3,0.743234,0.972924,1470895190179272353
25,group1word6,group1word3,0.743313,0.972989,1470895190179302545
25,group1word6,group1word3,0.743392,0.973054,1470895190179341431
25,group1word6,group1word3,0.743471,0.973118,1470895190179371263
25,group1word6,group1word3,0.743549,0.973182,1470895190179410309
25,group1word6,group1word3,0.743627,0.973246,1470895190179440312
25,group1word6,group1word3,0.743706,0.97331,1470895190179479308
25,group1word6,group1word3,0.743783,0.973373,1470895190179509564
25,group1word6,group1word3,0.743861,0.973436,1470895190179548211
25,group1word6,group1word3,0.743938,0.973498,1470895190179578229
25,group1word6,group1word3,0.744016,0.973561,1470895190179625221
25,group1word6,group1word3,0.744093,0.973623,1470895190179654124
25,group1word6,group1word3,0.744169,0.973684,1470895190179684209
25,group1word6,group1word3,0.744246,0.973746,1470895190179724371
25,group1word6,group1word3,0.744322,0.973807,1470895190179754853
25,group1word6,group1word3,0.744399,0.973868,1470895190179793798
25,group1word6,group1word3,0.744475,0.973928,1470895190179824103
25,group1word6,group1word3,0.74455,0.973989,1470895190179862676
25,group1word6,group1word3,0.744626,0.974049,1470895190179892776
25,group1word6,group1word3,0.744701,0.974108,1470895190179931774
25,group1word6,group1word3,0.744776,0.974168,1470895190179962582
25,group1word6,group1word3,0.744851,0.974227,1470895190180000735
25,group1word6,group1word3,0.744926,0.974286,1470895190180030810
25,group1word6,group1word3,0.745001,0.974344,1470895190180070056
25,group1word6,group1word3,0.745075,0.974403,1470895190180097323
25,group1word6,group1word3,0.745149,0.974461,1470895190180122267
25,group1word6,group1word3,0.745223,0.974519,1470895190180146604
25,group1word6,group1word3,0.745297,0.974576,1470895190180170717
25,group1word6,group1word3,0.745371,0.974634,1470895190180194729
25,group1word6,group1word3,0.745444,0.974691,1470895190180218916
25,group1word6,group1word3,0.745517,0.974748,1470895190180243374
25,group1word6,group1word3,0.74559,0.974804,1470895190180267687
25,group1word6,group1word3,0.745663,0.97486,1470895190180291866
25,group1word6,group1word3,0.745736,0.974916,1470895190180316155
25,group1word6,group1word3,0.745808,0.974972,1470895190180340513
25,group1word6,group1word3,0.745881,0.975028,1470895190180364556
25,group1word6,group1word3,0.745953,0.975083,1470895190180388684
25,group1word6,group1word3,0.746025,0.975138,1470895190180412809
25,group1word6,group1word3,0.746096,0.975193,1470895190180436939
25,group1word6,group1word3,0.746168,0.975248,1470895190180461144
25,group1word6,group1word3,0.746239,0.975302,1470895190180492736
25,group1word6,group1word3,0.74631,0.975356,1470895190180518823
25,group1word6,group1word3,0.746381,0.97541,1470895190180543312
25,group1word6,group1word3,0.746452,0.975464,1470895190180568446
25,group1word6,group1word3,0.746523,0.975517,1470895190180593490
25,group1word6,group1word3,0.746593,0.97557,1470895190180618092
25,group1word6,group1word3,0.746664,0.975623,1470895190180642704
25,group1word6,group1word3,0.746734,0.975676,1470895190180667086
25,group1word6,group1word3,0.746804,0.975728,1470895190180691421
25,group1word6,group1word3,0.746874,0.975781,1470895190180726646
25,group1word6,group1word3,0.746943,0.975833,1470895190180770759
25,group1word6,group1word3,0.747013,0.975884,1470895190180801884
25,group1word6,group1word3,0.747082,0.975936,1470895190180840948
25,group1word6,group1word3,0.747151,0.975987,1470895190180871176
25,group1word6,group1word3,0.74722,0.976038,1470895190180909951
25,group1word6,group1word3,0.747289,0.976089,1470895190180940171
25,group1word6,group1word3,0.747357,0.97614,1470895190180979155
25,group1word6,group1word3,0.747426,0.976191,1470895190181009361
25,group1word6,group1word3,0.747494,0.976241,1470895190181048126
25,group1word6,group1word3,0.747562,0.976291,1470895190181078428
25,group1word6,group1word3,0.74763,0.976341,1470895190181117359
25,group1word6,group1word3,0.747698,0.97639,1470895190181147673
